Name,Straße,Hausnummer,PLZ,Ort,Land,Email,Telefonnummer,Website,Produktkategorien
Alex Marine,Place Félix Boisson,129,,Saint-Pierre,FR,,,,Tauwerk;Beschläge;Bootszubehör
Saint-Samson Plaisance,,,,,FR,st-samson-plaisance@orange.fr,+33296869580,https://www.chantiernavalssp.fr/,Werften;Service/Repair;Kran;Navigation/Instrumente
Bateau École Vernon Sur L'eau,,,,,FR,,,,Tauwerk;Beschläge;Bootszubehör
CNC - Chantiers Navals de Calvi,,,,,FR,,,,Werften;Service/Repair;Kran
Atelier Fluvial - Slipway,,,,,FR,,,,Werften;Service/Repair;Kran
Meta Chantier Naval,Avenue Édouard Herriot,29,69170,,FR,,+33 4 74 63 13 58,https://meta-yachts.com/,Werften;Service/Repair;Kran
Mare Nostrum Bouées,Chemin de Terron,71 bis,,,FR,contact@marenostrumsarl.com,+33 4 93 97 80 58,https://marenostrum-bouees.fr/,Werften
L'Antre Marine,Chemin des Négadoux,640,83140,Six-Fours-les-Plages,FR,,,,Klimaanlage;Tauwerk;Beschläge;Bootszubehör
Ancienne Cale Sèche,,,,,FR,,,,Werften;Service/Repair;Kran;Navigation/Instrumente
Mecanoya,,,,,FR,,,,Tauwerk;Beschläge;Bootszubehör
Bourry plaisance,,,,,FR,,,,Navigation/Instrumente;Tauwerk;Beschläge;Bootszubehör
Loire Nautic Services,,,,,FR,,,https://www.port-a-sec.fr/loire-nautic-services/,Werften;Service/Repair;Kran
COTENTIN NAUTIC,Rue du Pont des Bernes,,,,FR,,,,Tauwerk;Beschläge;Bootszubehör
Magenco Chantier Naval,,,,,FR,,+33 5 59 52 94 68,https://magenco-fr.jimdo.com/,Tauwerk;Beschläge;Bootszubehör
Chantier Naval Multinautique de Foleux,Zone portuaire de Foleux,36,56130,Nivillac,FR,,,https://multi-nautique.com/,Werften;Service/Repair;Kran
Chantier Naval Rodriguez Group,,,,,FR,,,,Werften;Service/Repair;Kran
Aventure Yachting,Avenue Marcel Dassault,34,33700,,FR,,,,Tauwerk;Beschläge;Bootszubehör
Zone Technique Port de Plaisance,,,,,FR,,,,Werften;Service/Repair;Kran;Navigation/Instrumente
Zone Technique Port de Pêche,,,,,FR,,,,Werften;Service/Repair;Kran
Loch Mer Et Loisirs,,,,,FR,,+33 2 97 33 85 70,,Tauwerk;Beschläge;Bootszubehör
Marine West,,,,,FR,,+33 2 97 33 89 80,http://www.marine-west.com/,Werften;Service/Repair;Kran
CMC ( Chantiers Maritime du Crouesty ),Rue des Lamaneurs,,56640,Arzon,FR,,,,Tauwerk;Beschläge;Bootszubehör
A.M.C (Ateliers Maritimes du Crouesty),Rue des Ramendeurs,31,,,FR,,,,Tauwerk;Beschläge;Bootszubehör
Marine Composite,Rue des Calfats,8,,,FR,,,,Werften;Tauwerk;Beschläge;GFK/Composite;Bootszubehör
Shipchandlers,,,,,FR,,,,Tauwerk;Beschläge;Bootszubehör
