Name,Straße,Hausnummer,PLZ,Ort,Land,Email,Telefonnummer,Website,Produktkategorien
Saatsee-Werft,,,,,DE,,,,Werften;Service/Repair;Kran
ATG Alsterwerft,,,,,DE,,,,Werften;Service/Repair;Kran
Yachtausrüster Wendel & Rados,Salinenstraße,21,17489,Greifswald,DE,info@yachtausruester.de,+49 3834 771 34 0,https://yachtausruester.de/,Segelmacher
Lux Werft,,,,,DE,,,https://www.lux-werft.de/,Werften;Service/Repair;Kran
Marine Service Brandt GmbH,,,,,DE,,,http://www.marineservicebrandt.de/,Werften;Service/Repair;Kran
Werft Nobiskrug,,,,,DE,,,,Werften;Service/Repair;Kran
Bootswerft Heistracher,,7,83256,Chiemsee,DE,,,https://heistracher.de,Werften
Wasserstraßen- und Schifffahrtsamt Oberrhein Außenbezirk Speyer,Im Hafenbecken,2,67346,Speyer,DE,,,https://www.wsa-oberrhein.wsv.de/Webs/WSA/Oberrhein/DE/3_Das_WSA/Oberrhein_node.html,Werften;Service/Repair;Kran
Norderwerft,,,,,DE,,,https://www.norderwerft.de,Werften;Service/Repair;Kran
Graf Hardenberg Bootsservice GmbH,,,,,DE,,+49 7732 890604 0,https://grafhardenberg-bootsservice.de/,Werften;Service/Repair;Kran
Halle 60,,,,,DE,,,,Werften;Service/Repair;Kran
Bootswerft Paulsen,Lanfermannfähre,112a,45259,Essen,DE,,,https://paulsenwerft.de,Werften;Service/Repair;Kran
Inter-Yacht-West,Am Vogelsang,23,50374,Erftstadt,DE,j.fesnak@interyachtwest.de,+49 2235 469494,http://www.interyachtwest.de,Tauwerk;Beschläge;Bootszubehör
Boote Pfister,Wahlweg,6,97525,Schwebheim,DE,,,,Tauwerk;Beschläge;Bootszubehör
Europe Marine,Hechtenkaute,1,55257,Budenheim,DE,team@europe-marine.com,+49 6139 961500,https://www.europe-marine.com/,Tauwerk;Beschläge;Bootszubehör
Stockmann,Ludwigsluster Straße,10d,19303,Dömitz,DE,,,https://www.performance-ribs.de/kontakt,Motor;Tauwerk;Beschläge;Bootszubehör
Guttau Edelstahl - Yachttechnik - Maschinenbau,Am Hafen,20,23730,Neustadt in Holstein,DE,,,,Werften;Service/Repair;Kran;Metallbau
Hamburg Port Authority,,,,,DE,,,,Werften;Service/Repair;Kran
Bootsservice Fierke,,,,,DE,info@bootsservice-fierke.de,+49 385 512440,https://www.bootsservice-fierke.de/,Werften;Service/Repair;Kran
Bootswerft Modersitzki,,,,,DE,,,http://bootswerft-modersitzki.de,Werften;Service/Repair;Kran
yachthandel24.de,Am Hafen,23b,24376,Kappeln,DE,,,https://www.yachthandel24.de/,Tauwerk;Beschläge;Bootszubehör
Madl am Chiemsee,Seestraße,4,83236,Übersee,DE,,,,Werften
Wassersport-Moser / Delphin Europe,Im Geißhorn,4,67346,Speyer,DE,,,https://www.wassersport-moser.de/,Tauwerk;Beschläge;Bootszubehör
Schiffswerft Laboe,Börn,17,24235,Laboe,DE,,,,Werften;Service/Repair;Kran
Wassersport & Freizeitzentrum Kreusch,,,,,DE,,,,Werften;Service/Repair;Kran
