Name,Straße,Hausnummer,PLZ,Ort,Land,Email,Telefonnummer,Website,Produktkategorien
Weißflog-Nautik,Teupitzer Straße,69,15755,Schwerin,DE,,,,Tauwerk;Beschläge;Bootszubehör
Baser GmbH Kunststoffartikel,,,,,DE,,,,Werften;Service/Repair;Kran
Surfschule Bauer,Grunaer Weg,,4463,Großpösna,DE,,+49 34206 78313,http://www.surfschule-leipzig.de/,Tauwerk;Beschläge;Bootszubehör
Sucks-Bootsmotoren-Service,,,,,DE,info@sucks-bootsmotoren.de,+49 40 76758600,http://sucks-bootsmotoren.de/,Motor;Werften;Service/Repair;Kran
Haus & Boot Manufaktur,Niels-Bohr-Straße,20,39106,Magdeburg,DE,,+49 391 50549846,https://hausundboot.info/,Motor;Werften;Service/Repair;Kran
Mobilerbootsbau,Wichmannsdorfer Straße,4E,17268,Boitzenburger Land,DE,info@mobilerbootsbau.de,+49 176 24251190,https://www.mobilerbootsbau.de/,Werften
YachtingGate,Finkenweg,23,24340,Eckernförde,DE,,,,Werften;Service/Repair;Kran
Bootswerft Hillmer,,,,,DE,,,,Werften;Service/Repair;Kran
Öchsner-Boote,,,97273,Kürnach,DE,,,,Tauwerk;Beschläge;Bootszubehör
Bootsbau Bourjau,Birklück,2,24999,Wees,DE,info@bootsbau-bourjau.de,+49 176 30486477,https://bootsbau-bourjau.de/,Werften
De lütte Werft,,,,,DE,,,,Werften;Service/Repair;Kran
Schiffswerft Hermann Barthel,Hauptstraße,123,39317,Elbe-Parey,DE,info@barthel-werft.de,+49 39349 258,https://www.barthel-werft.de,Motor;Werften;Service/Repair;Kran
LÖFFLER,Am Dolmen,3,25494,Borstel-Hohenraden,DE,info@loefflermarine.de,+49 4101 5868050,https://www.loefflermarine.de/,Werften
SET Schiffbau- und Entwicklungsgesellschaft Tangermünde,Carlbau,7B,39590,Tangermünde,DE,mail@set-schiffbau.de,+49 39322 9930,https://www.set-schiffbau.de/,Werften;Service/Repair;Kran
Dross Boote GmbH,Sonnenallee,7,15757,Halbe,DE,,+4933765949748,https://dross-boote.com,Tauwerk;Beschläge;Bootszubehör
WERFT GRELL,Am Fischereihafen,10,23568,Lübeck,DE,,+49 451 690123,https://www.werft-grell.de,Werften;Service/Repair;Kran;Sanitär
Inselmann,Westkai,54,27572,Bremerhaven,DE,,,,Motor;Werften;Service/Repair;Kran
HEIUKI,,,,,DE,,,https://app.heiuki.com/de,Tauwerk;Beschläge;Bootszubehör
TKMS Wismar,,,,,DE,,,,Werften;Service/Repair;Kran
Bootswerft Freest,Dorfstraße,21,17440,Kröslin,DE,info@bootswerft-freest.com,+49 38370 25748,http://www.bootswerft-freest.de/,Werften;Service/Repair;Kran
SEEBOOTECH,August-Bebel-Straße,45,17213,Malchow,DE,,+49 39932 14870,https://www.seebootech.de/,Motor;Werften;Service/Repair;Kran;Elektrik/Elektronik;Navigation/Instrumente;Trailer/Transport
Hitzler Werft,,,,,DE,,,,Werften
Peters Werft,Am Hafen,6,25599,Wewelsfleth,DE,info@peters-werft.de,+49 4829 710,https://www.peters-werft.de,Werften;Service/Repair;Kran
Yachthafen Rambeck,Schiffbauerweg,4,82319,Starnberg,DE,,+49 8151 90077-0,https://www.rambeck.de/,Werften;Service/Repair;Kran;Hydraulik
Meyer-Werft,,,,,DE,,,https://www.meyerwerft.de/,Werften;Service/Repair;Kran
