Name,Straße,Hausnummer,PLZ,Ort,Land,Email,Telefonnummer,Website,Produktkategorien
Rotterdam Offshore Group,,,,,NL,,,,Werften;Service/Repair;Kran
Waterschip,,,,,NL,,,,Werften
Beuving de Punt,,,,,NL,info@beuvingdepunt.nl,+31 50 406 1759,https://www.beuvingdepunt.nl,Werften;Service/Repair;Kran
Damen Shiprepair Den Helder (DSDH),,,,,NL,,,https://www.damenshiprepair.com/shipyards/damen-shipyards-den-helder/about,Werften;Service/Repair;Kran
IHC,Van Cralingenweg,1,2921LM,Krimpen aan den IJssel,NL,,,,Werften
Dokmij Padmos,,,,,NL,,,,Werften;Service/Repair;Kran
Damen Maaskant Shipyards,Deltahaven,40,3251LC,Stellendam,NL,,+31 187 491 477,https://www.damen.com/companies/damen-maaskant,Werften;Service/Repair;Kran
Scheepswerf De Schroef,,,,,NL,,,,Werften;Service/Repair;Kran
Scheepswerf de Klerk,,,,,NL,,,,Werften;Service/Repair;Kran
Scheepstimmerwerf Peter Schouten,,,,,NL,,,https://www.peter-schouten.nl/,Werften;Service/Repair;Kran
Machinefabriek Padmos Stellendam,Deltahaven,18,3251LC,Stellendam,NL,,+31 187 498 020,https://www.padmos.nl/,Werften;Service/Repair;Kran
