Name,Straße,Hausnummer,PLZ,Ort,Land,Email,Telefonnummer,Website,Produktkategorien
Milmotors,,,,,IT,,,,Motor;Tauwerk;Beschläge;Bootszubehör
C.n.a. Cantiere Nautico S.r.l.,Via Cagnona Nuova,913,47030,San Mauro Pascoli,IT,,,,Werften
Navigare,,,,,IT,navigare@navigare.it,+39 0586 621381,https://navigare.it/,Tauwerk;Beschläge;Bootszubehör
Barcasilo,,,,,IT,,,,Werften;Service/Repair;Kran
Motonautica Pagliettini,,,,,IT,info@motonauticapagliettini.it,+39 0185 491642,http://www.motonauticapagliettini.it,Werften
F.lli Larini Arredamento Navale,,,,,IT,,,,Werften
Absolute yachts,Via Francesco Petrarca,4,29027,,IT,,,,Werften
Darsena San Marco - Marina e Cantiere Nautico,,,,,IT,,,,Werften;Service/Repair;Kran
Nettuno Sailrig,,,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
Cantiere nautico Casaril,,,,,IT,,,,Werften;Service/Repair;Kran
NauticaLuino,Via Dante Alighieri,29,21016,,IT,,+39 0332 531558,http://www.nauticaluino.it/,Tauwerk;Beschläge;Metallbau;Bootszubehör
Cantiere nautico Dell’Oro,,,,,IT,,,,Werften;Service/Repair;Kran
Sportrace,Via Fabio Filzi,19,57122,,IT,,+39 0586 421740,https://www.sportracelivorno.it/,Motor;Tauwerk;Beschläge;Bootszubehör
Darsena Canale Revedoli,,,,,IT,,+39 0421 237406,,Tauwerk;Beschläge;Bootszubehör
Nautica Superstar,Strada Statale 16 Adriatica,,73020,Melpignano,IT,,,,Tauwerk;Beschläge;Bootszubehör
Nautica Follonichese,Via Aurelia Vecchia,32,58020,Scarlino,IT,,,,Werften;Service/Repair;Kran
Ocean Marine S.r.l.,Via Consiglio d'Europa,42,34074,Monfalcone,IT,info@oceanmarinesrl.com,+39 0481 413305,https://www.oceanmarine.it/,Werften;Service/Repair;Kran
Foppiano officina motori marini,,,,,IT,,,https://www.officinafoppiano.com/,Motor;Werften;Service/Repair;Kran
Nautica Pezzotti,,,,,IT,,,,Werften;Service/Repair;Kran
Nautica Giacomo Pezzotti,,,,,IT,,,,Werften;Service/Repair;Kran
Nautica,,,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
Ciop Nautica s.r.l.,Via Martiri di Cefalonia,19,88100,Catanzaro,IT,,,,Tauwerk;Beschläge;Bootszubehör
Circolo Nautico Pontedoro,,,,,IT,,,,Werften;Service/Repair;Kran
Battagli Marine Hardware,Viale San Bartolomeo,733,19126,La Spezia,IT,,+39 0187 564493,,Tauwerk;Beschläge;Bootszubehör
SLF Costruzioni nautiche,,,,,IT,,,,Werften
