Name,Straße,Hausnummer,PLZ,Ort,Land,Email,Telefonnummer,Website,Produktkategorien
Intermarine,Via Alta,,19038,San lazzaro,IT,,,https://www.intermarine.it/,Werften;Service/Repair;Kran
Ocean,,,,,IT,,,,Werften;Service/Repair;Kran
Costruzioni Navali SpA,,,,,IT,,,,Werften;Service/Repair;Kran
Ipeven SRL,,,,,IT,,,,Werften;Service/Repair;Kran
Nautica Sbirry,,,,,IT,,,,Werften;Service/Repair;Kran
Mondo Mare Milazzo,,,,,IT,mondomaremilazzo@gmail.com,+39 090 2404808,http://www.mondomaremilazzo.com/,Werften;Service/Repair;Kran
Rimessaggio Canoe,,,,,IT,,,,Werften;Service/Repair;Kran
Rimessaggio barche,,,,,IT,,,,Werften;Service/Repair;Kran
Boat Parking,,,,,IT,,,,Werften;Service/Repair;Kran
Cantiere Nautico Oltre,,,,,IT,info@oltremarine.it,+39 347 3963421,https://www.oltremarine.it/,Werften;Service/Repair;Kran
Motonautica F.lli Ranieri S.r.l,,,,,IT,,,,Werften;Service/Repair;Kran
Nautica Salpa,Contrada Bovenzi,7,81041,Vitulazio,IT,,,,Werften;Service/Repair;Kran
G1,,,,,IT,,,,Werften;Service/Repair;Kran
Cantiere nautico,,,,,IT,,,,Werften;Service/Repair;Kran
Rizzardi Yachts,Strada Migliara 51 Destra,212,4016,Sabaudia,IT,,+39 0773 531767,https://www.rizzardiyachts.com/,Werften;Service/Repair;Kran
Cantiere navale Camuffo,,,,,IT,,,https://www.camuffo.it/,Werften;Service/Repair;Kran
A Vele Spiegate,,,,,IT,,,,Werften
Glem Boat Service,,,,,IT,,,,Werften;Service/Repair;Kran
Cantiere dell'orologio,,,,,IT,,,,Werften
Tessari Caorle Snc Di Milan Bruno & C.,,,,,IT,,,,Werften
Cantieri Navali Caorle Srl - Rimessaggio e manutenzione imbarcazioni,,,,,IT,,,,Motor;Werften
Dopolavoro ferroviario Chiavari,,,,,IT,,,,Werften;Service/Repair;Kran
Calafatari,,,,,IT,,,,Werften;Service/Repair;Kran
Cantiere Navale Siracusa,,,,,IT,,,,Werften;Service/Repair;Kran
Circolo Club Nautico Le Morge,,,,,IT,,,,Werften;Service/Repair;Kran
