Name,Straße,Hausnummer,PLZ,Ort,Land,Email,Telefonnummer,Website,Produktkategorien
Chantier Nautique Vendée,Rue Nationale,44,85450,Chaillé-les-Marais,FR,chantier.nautique.vendee@gmail.com,+33 2 44 59 63 71,https://www.chantier-nautique-vendee.fr/,Werften;Service/Repair;Kran
Chantier Naval Caudard,,,,,FR,,,https://caudard.com/,Werften;Service/Repair;Kran
CMN (Constructions Mécaniques de Normandie),Rue de la Bretonnière,51,50100,Cherbourg-en-Cotentin,FR,,+33 2 33 88 30 00,https://cmn-group.com/,Motor;Werften;Service/Repair;Kran
Piriou Naval Service (PNS),,,,,FR,,,,Werften;Service/Repair;Kran
Chantier du Guip,,,,,FR,,,,Werften
Zone technique,,,,,FR,,,,Werften;Service/Repair;Kran
Atelier de Chantier Naval des Charpentiers de Marine Camarétois,,,,,FR,,,,Werften;Service/Repair;Kran
Stipon,,,,,FR,,,,Werften;Service/Repair;Kran
Jet Marine,Rue des Mouettes,150,29200,Brest,FR,,,,Motor;Tauwerk;Beschläge;Bootszubehör
Brest Marine Services,,,,,FR,,,,Werften
Bernadou,,,,,FR,,,,Werften;Service/Repair;Kran
Locquirec Plaisance,,,,,FR,,,,Navigation/Instrumente;Tauwerk;Beschläge;Bootszubehör
Metalu,,,,,FR,,,,Werften;Metallbau
Marine Boat Service,,,,,FR,,,,Motor;Werften;Service/Repair;Kran
Pedro Perez,,,,,FR,,,,Werften;Service/Repair;Kran
Société Coopérative des Marins Pêcheurs,Rue des Médards,189,30240,Le Grau-du-Roi,FR,,+33 4 66 53 17 31,,Tauwerk;Beschläge;Bootszubehör
Nauti-Cap AD-Nautic,,,,,FR,,,,Tauwerk;Beschläge;Bootszubehör
Carene Service Uship,Avenue Robert Fages,685,34280,La Grande-Motte,FR,,+33 4 67 56 61 86,,Tauwerk;Beschläge;Bootszubehör
Gunboat,,,,,FR,,,,Tauwerk;Beschläge;Bootszubehör
Chemins d'Océans,Rue de l'Industrie,64,34280,La Grande-Motte,FR,,+33467589081,http://www.cheminsdoceans.com/,Tauwerk;Beschläge;Bootszubehör
Voilerie Simonin,,,,,FR,,,,Segelmacher
Parking des Dériveurs,,,,,FR,,,,Werften;Service/Repair;Kran
Établissements Petrignet,Avenue Jeanne d'Arc,215,37700,La Ville-aux-Dames,FR,,+33 2 47 44 47 94,https://www.petrignet.com/,Tauwerk;Beschläge;Bootszubehör
Plaisance2roues,,,,,FR,,+33 2 31 43 58 83,http://plaisance-2roues.fr/,Navigation/Instrumente;Tauwerk;Beschläge;Bootszubehör
Chantier Naval Croisicais,,,,,FR,,,,Werften;Service/Repair;Kran;Navigation/Instrumente
