Name,Straße,Hausnummer,PLZ,Ort,Land,Email,Telefonnummer,Website,Produktkategorien
Müller Raumtex,Hofäckerstraße,2,88697,Bermatingen,DE,info@mueller-raumtex.de,+497544 5210,https://www.mueller-raumtex.de/,Segelmacher
M & P Jachtwerft Paulsen,Lange Straße,70,24399,Arnis,DE,,+49 4642 4817,https://www.mp-jachtwerft.de/,Werften;Service/Repair;Kran
Zentraldienst der Polizei Land Brandenburg Bootsservice,Potsdamer Straße,115a,14542,Werder (Havel),DE,,,,Werften;Service/Repair;Kran
Gründl Bootsimport,Nordring,1,25474,Bönningstedt,DE,,+49 40 55 50 54 0,https://www.gruendl.de/,Kran;Tauwerk;Beschläge;Bootszubehör
Werftgelände,,,,,DE,,,,Werften;Service/Repair;Kran
Der Segelmacher,Am breiten Graben,23,31558,Hagenburg,DE,,,,Segelmacher
Bootszubehör Maier,Berner Feld,5,78628,Rottweil,DE,,,,Tauwerk;Beschläge;Bootszubehör
Werft Hooksiel,,,,,DE,,,,Werften;Service/Repair;Kran
Bootswerft Neuengamme,,,,,DE,,,,Werften;Service/Repair;Kran
Em Scheel Inh. Dietrich Scheel e.K.,Fischerstraße,23,23730,Neustadt in Holstein,DE,,,,Tauwerk;Beschläge;Bootszubehör
Bootswerft Maleika,Am Hohentorshafen,2,28197,Bremen,DE,,+49 421 848687,https://www.bootswerft-maleika.de/,Werften;Service/Repair;Kran
Bootswerft Iken,Neuengrodenerdeich,4a,26386,Wilhelmshaven,DE,,+49 152 03465696,,Werften
Schiffswerft Diedrich,,,,,DE,,,https://www.schiffswerft-diedrich.de/,Werften;Service/Repair;Kran
Bootswerft Marchot,Alter Tornow,1,14473,Potsdam,DE,bootswerftmarchotpotsdam@gmail.com,+49 331 280 0383,https://www.bootswerft-marchot.com/,Werften;Service/Repair;Kran
RITZDORF Schiffs- u. Industrietechnik GmbH,,,,,DE,,,http://www.ritzdorf-schiffstechnik.de/werft.php,Werften;Service/Repair;Kran
NormanBootsbau,,,,,DE,,,,Motor;Werften
Segelmacherei Jörss,Wagrienring,40,23730,Sierksdorf,DE,,,,Segelmacher
Schiffswerft Heinrich Eberhardt,Strandweg,124,24399,Arnis,DE,,,,Werften;Service/Repair;Kran
GFK Service Nord,Ahornring,8c,18184,Roggentin,DE,info@gfkservice-nord.de,+49 172 3136868,https://www.gfkservice-nord.de/,Werften;GFK/Composite
Grabow Bootsservice,,,,,DE,,,,Werften;Service/Repair;Kran
Bootshalle,,,,,DE,,,,Werften;Service/Repair;Kran
Yachtwerft Lütje GmbH,Kaltehofe-Hinterdeich,5-7,,,DE,,,https://www.luetje-yachts.com/,Werften;Service/Repair;Kran
Reber GmbH,Weberschlag,13,92729,Weiherhammer,DE,info@kb-reber.de,+49 9605 922070,https://www.kb-reber.de/,Rigg;Tauwerk;Beschläge
German Naval Yards,,,,,DE,,+49 431 239320,,Motor;Werften;Service/Repair;Kran
Wehrenbrecht,Volmarsteinweg,17,59494,Soest,DE,info@bootswerft-wehrenbrecht.de,+49 160 92389278,https://bootswerft-wehrenbrecht.de/,Tauwerk;Beschläge;Bootszubehör
