Name,Straße,Hausnummer,PLZ,Ort,Land,Email,Telefonnummer,Website,Produktkategorien
Rimito Marin Oy,Telakantie,72,21150,Naantali,FI,laine@rimitomarin.fi,0500522527,https://www.rimitomarin.fi/,Werften;Service/Repair;Kran
Kuopion Venehotelli Oy,Kumpusaarentie,37,70620,Kuopio,FI,info@kuopionvenehotelli.com,+358407285019,https://kuopionvenehotelli.com/,Werften;Service/Repair;Kran
Nautione Venemyynti,Nunnakatu,,21100,Naantali,FI,,,https://www.nautione.fi/,Tauwerk;Beschläge;Bootszubehör
Wemarin,,,,,FI,,,,Tauwerk;Beschläge;Bootszubehör
MarineStore.fi,,,,,FI,,,https://www.marinestore.fi,Tauwerk;Beschläge;Bootszubehör
Fantoy,Opistokatu,11,,,FI,,,https://www.fantoy.fi/,Tauwerk;Beschläge;Bootszubehör
Puu- ja venetyö,Opistokatu,13,,,FI,,,https://puujavenetyo.fi/,Tauwerk;Beschläge;Bootszubehör
SK-Center Huolto,Koulumestarintie,4,17200,Vääksy,FI,,037660994,http://www.skcenter.fi/,Tauwerk;Beschläge;Bootszubehör
Harjujoen rantapaikat,,,,,FI,,,,Werften;Service/Repair;Kran
Ajolanranta Oy,,,,,FI,,,https://www.ajolanranta.fi/,Werften;Service/Repair;Kran
Yamaha Center,Tuupakantie,1,1740,Vantaa,FI,,0405233560,https://www.yamaha-center.fi/Vantaa/,Motor;Tauwerk;Beschläge;Bootszubehör
Buster Store Vantaa,Tuupakantie,1,1740,Vantaa,FI,,0407141289,https://boatstore.fi/,Tauwerk;Beschläge;Bootszubehör
Karilainen Oy,Kisällintie,1,63700,Ähtäri,FI,,04247501,https://www.karilainen.fi/,Tauwerk;Beschläge;Bootszubehör
Vääksyn Konepiste,Vehkoontie,1,17200,Vääksy,FI,myynti@venekauppa.com,0102717410,,Tauwerk;Beschläge;Bootszubehör
Seaking Finland,Hämeenlinnantie,18,15800,Lahti,FI,,,https://seakingfinland.fi/,Tauwerk;Beschläge;Bootszubehör
Vääksyn Konepiste Huolto,Vehkoontie,3,17200,Vääksy,FI,,,,Tauwerk;Beschläge;Bootszubehör
Boat Fix,Lähdemäentie,12,15270,Hollola,FI,,,https://boatfix.fi/,Tauwerk;Beschläge;Bootszubehör
BRM Marine,Kilonkartanontie,4,2610,Espoo,FI,,044 5080477,,Tauwerk;Beschläge;Bootszubehör
Alutrack,Mickelsinkuja,8 A,2770,Espoo,FI,,0400700752,http://www.alutrack.fi/,Tauwerk;Beschläge;Metallbau;Bootszubehör
Navigreen,Mäntykuja,2,2400,Kirkkonummi,FI,,0405889600,https://www.navigreen.fi/,Tauwerk;Beschläge;Bootszubehör
Seaboost,Nygrannaksentie,22,2750,Espoo,FI,,0400703536,https://www.seaboost.fi/,Tauwerk;Beschläge;Bootszubehör
Nautikulma,Piispanristintie,2,20760,Piispanristi,FI,,,https://www.nautikulma.fi/,Tauwerk;Beschläge;Bootszubehör
Tekno-Marine,,,,,FI,,,https://www.tekno-marine.fi/,Tauwerk;Beschläge;Bootszubehör
Southeast Boat Service Oy,Vasikkasaarentie,15,48200,Kotka,FI,,+358407729895,,Tauwerk;Beschläge;Bootszubehör
Hangon Auto- & Venetalo,,,,,FI,,,https://hav.fi/,Tauwerk;Beschläge;Bootszubehör
