Name,Straße,Hausnummer,PLZ,Ort,Land,Email,Telefonnummer,Website,Produktkategorien
Gade-Boote Kunststofftechnik,Eilendorfer Straße,153,52078,Aachen,DE,info@gade-boote.de,+49 241 562028,https://www.gade-boote.de/,Werften
Bootshaus Wachau,Bornaer Chaussee,44,,Markkleeberg,DE,herold@bootshaus-wachau.de,+49 34297 13266,https://www.bootshaus-wachau.de,Tauwerk;Beschläge;Bootszubehör
Paradise Nautic GmbH & Co. KG,Nobelstraße,5,32051,Herford,DE,,,https://paradise-nautic.de/,Tauwerk;Beschläge;Bootszubehör
BREDO Dockgesellschaft mbH,Dockstraße,19,27572,Bremerhaven,DE,,+4947179970,,Werften;Service/Repair;Kran
Lee Sails GmbH,Kauslundhof,6,24943,Flensburg,DE,info@leesails.net,+49 461 8405210,https://www.leesails.de/,Segelmacher
Bootswerft Kaufmann,Maaraue,42,55246,Mainz,DE,bootswerft@t-online.de,+49 6134 22539,http://www.bootswerft-kaufmann.de,Motor;Werften;Service/Repair;Kran
Werft Rambeck,Schiffbauerweg,4,82319,Starnberg,DE,,+49 8151 90077-0,https://www.rambeck.de/,Werften;Service/Repair;Kran;Hydraulik
alpha mobile - marine,Gewerbepark,20 b/c,18546,Sassnitz,DE,,,,Tauwerk;Beschläge;Bootszubehör
Bootswerft Winkler,Lesumbroker Landstraße,191,28719,,DE,,,http://www.bootswerft-winkler.de/,Werften;Service/Repair;Kran
SET Schiffbau Werft Genthin,Bergzower Straße,32,39307,Genthin,DE,info@set-schiffbau.de,+49 3933 9076,https://www.set-schiffbau.de,Werften;Service/Repair;Kran
Thomas Bergner Bootsbau,Industriestraße,30,24610,Trappenkamp,DE,bergner-bootsbau@t-online.de,,http://www.bergner-bootsbau.de/,Werften;Service/Repair;Kran
Sven Lindstädt,Segeberger Chaussee,214,22851,Norderstedt,DE,,,,Segelmacher
Segelclub Blockland e.V.,,,,,DE,,,https://sc-blockland.de/,Werften;Service/Repair;Kran;Beschläge
Kröger-Lürssen-Werft,,,,,DE,,,,Werften;Service/Repair;Kran
Bootsservice Rörig,,,,,DE,,+49 261 401672,https://www.bootsservice-roerig.de/,Werften;Service/Repair;Kran
Frey Bootswerft,,,,,DE,,,,Werften
Boote Jambour,Otto-Hahn-Straße,2,97318,Kitzingen,DE,,,,Tauwerk;Beschläge;Bootszubehör
Bootscenter Müritz,Plauer Straße,5,17207,Röbel/Müritz,DE,,,https://www.bootscenter-mueritz.de,Tauwerk;Beschläge;Bootszubehör
Hilgers Yachting,Max-Planck-Straße,2-5,50374,Erftstadt,DE,hilgers-yachting@t-online.de,+49 2166 390375,http://www.hilgers-yachting.de,Tauwerk;Beschläge;Bootszubehör
Wieker Boote GmbH,Am Hafen,1,18556,Wiek,DE,info@wiekerboote.de,+4938391 70 462,https://www.wiekerboote.de/,Werften;Service/Repair;Kran
Segelmacherei Beilken,,,,,DE,,,,Segelmacher
Bootsschuppen,,,,,DE,,,,Werften;Service/Repair;Kran
HEROT Mastbau & Segelmacherei,Auf der Wahnsbach,11,,,DE,,,,Segelmacher;Rigg
DAVIDSWERFT,Am Stau,3,23568,Lübeck,DE,info@davidswerft.de,+49 4542 9958243,https://www.davidswerft.de,Werften;Service/Repair;Kran
Schiffswerft Haßmersheim,Neckarstraße,16,74855,Haßmersheim,DE,,+49 6266 1758,,Werften;Service/Repair;Kran
