Name,Straße,Hausnummer,PLZ,Ort,Land,Email,Telefonnummer,Website,Produktkategorien
Cantiere Navale dell'Argentario,,,,,IT,,,,Werften
Idea Marine Cantiere Nautico,,,,,IT,,,https://www.ideamarine.eu/,Werften;Service/Repair;Kran
Caffè in Piazza,Piazza della Vittoria,12,,,IT,,+39 0305031176,,Rigg;Tauwerk;Beschläge
Versilia Tecniche Marine,Via delle Darsene,62c,55049,,IT,,+39 0584 388101,https://vtmarine.it/,Tauwerk;Beschläge;Bootszubehör
Nautica Sport Nettuno,,,,,IT,,,https://nautica-nettuno.com/,Tauwerk;Beschläge;Bootszubehör
Camillo shop,via movembre,48,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
Cantiere Nautico Lazzarin,,,,,IT,,+39032359169,,Werften;Service/Repair;Kran
Cantiere di Ghiffa,,,,,IT,,+393463735367,,Werften;Service/Repair;Kran
Cantiere Nautico Semprinia,,,,,IT,,+390323923183,https://www.sempriniaboats.it/,Werften;Service/Repair;Kran
Sailing Garage,,,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
Giri mar,,,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
NSS Yachting,Via Silvio Pellico,1b,,,IT,,,https://www.nssyachting.com/,Tauwerk;Beschläge;Bootszubehör
Marina Di Schisò,,,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
Livorno boats,Scali delle Cantine,24,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
RPG Yachts,,,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
Nautica Cicuttin,,,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
Porto - Area Bacini,,,,,IT,,,,Werften;Service/Repair;Kran
Area delle Riparazioni Navali,,,,,IT,,,,Werften;Service/Repair;Kran
Cantiere Navale,,,,,IT,,,,Werften;Service/Repair;Kran
Maremoto Style di Casasola Paolo,,,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
Biriaco 1985,,,,,IT,,,,Werften;Service/Repair;Kran
Cantiere Navale Marina Di Nettuno,,,,,IT,,+39 06 980 6298,cantierenavalenettuno.it,Werften
Scivola di Ognina,,,,,IT,,,,Werften;Service/Repair;Kran
Motonautica Carli,,,,,IT,info@motonauticacarli.it,+39 075 951991,https://www.motonauticacarli.it/,Motor;Tauwerk;Beschläge;Bootszubehör
Cantiere navale Golfo di Mola,,,,,IT,,,http://www.golfomola.it/,Werften;Service/Repair;Kran
