Name,Straße,Hausnummer,PLZ,Ort,Land,Email,Telefonnummer,Website,Produktkategorien
Scheepswerf De Klop,Fortlaan,46,3554HV,Utrecht,NL,info@scheepswerfdeklop.nl,+31 30 244 1878,https://scheepswerfdeklop.nl,Werften;Service/Repair;Kran
Watersporttechniek Beima & Zeilmakerij Elzenga,Jachthavenlaan,6,8937AM,Leeuwarden,NL,info@watersporttechniekbeima.nl,+31 58 213 5002,https://www.watersporttechniekbeima.nl,Segelmacher
Scheepsbouw Kroes,Zwettestraat,2,8912AH,Leeuwarden,NL,,,https://scheepsbouwkroes.nl/,Werften
Jachtwerf De Boeier,Uiterweg,282A,1431AW,Aalsmeer,NL,,,https://www.jachtwerfdeboeier.nl/,Werften;Service/Repair;Kran
Barkmeijer Shipyards,,,,,NL,,,http://www.barkmeijer.com/nl,Werften;Service/Repair;Kran
Jachtbemiddeling van der Veen,,,,,NL,,,https://www.jachtbemiddeling.com,Werften;Service/Repair;Kran
SailingPoint,,,,,NL,,,,Werften
Bijlsma,,,,,NL,,,,Werften;Service/Repair;Kran
Zeilmakerij Molenaar,,,,,NL,,,,Segelmacher
DEBA Marine B.V.,,,,,NL,,+31 316 541 692,https://www.deba.nl/,Werften;Service/Repair;Kran
Middelzee Motoren,,,,,NL,info@middelzee.nl,+31 515 559 543,https://www.middelzee.nl,Motor;Werften;Service/Repair;Kran
De Schiffart,Kerkstraat,28-30,9001AB,Grou,NL,,+31 566 621 388,https://www.schiffartgrou.nl,Motor;Werften;Service/Repair;Kran
Heida Jacht- & Motorenservice,,,,,NL,,+31 515 542 422,http://www.heidaworkum.nl,Motor;Werften;Service/Repair;Kran
Watersportcentrum Van Gelder,,,,,NL,,,,Segelmacher
Jachtservice Oost,,,,,NL,,+31 315 342 294,https://www.jachtserviceoostnederland.nl/,Werften;Service/Repair;Kran
Firma De Jong,Notaris d'Aumerielaan,39,2811HS,Reeuwijk,NL,fadejong@planet.nl,+31 182 392 504,,Tauwerk;Beschläge;Bootszubehör
HOLLAND SPORT BOAT CENTRE,,,,,NL,,+31 20 694 7527,,Werften;Service/Repair;Kran
Oranjemarine B.V.,,,,,NL,,+31 20 634 1202,https://www.oranjemarine.nl,Motor;Werften;Service/Repair;Kran
Zaanhaven B.V.,,,,,NL,,+31 75 615 1118,https://zaanhaven.nl/,Motor;Werften;Service/Repair;Kran
Peek Watersport,,,,,NL,,+31 20 665 5701,https://www.peekwatersport.nl/,Motor;Werften;Service/Repair;Kran
Drimmelen Yacht Center,Marinaweg,52,4924AD,Drimmelen,NL,,+31 162 680 069,https://www.drimmelenyachtcenter.nl/,Werften;Service/Repair;Kran
IHC Systems B.V.,Industrieweg,30,3361HJ,Sliedrecht,NL,,+31 88 015 2535,https://www.royalihc.com/,Werften
Jonalissa (Bounty Adventures),,,,,NL,,,,Werften;Service/Repair;Kran
Scheespwerf Klaas Hennepoel,Haarlemmertrekvaart,2c,2361PB,Warmond,NL,,+31 6 18333473,https://www.facebook.com/HistorischeScheepstimmerwerfKlaasHennepoel/,Werften;Service/Repair;Kran
Shipyard Reimerswaal,Schotlandweg,1,4389PT,Ritthem,NL,,,https://www.shipyardreimerswaal.com/,Werften;Service/Repair;Kran
