Name,Straße,Hausnummer,PLZ,Ort,Land,Email,Telefonnummer,Website,Produktkategorien
Sovereign Sailing,,,,Kinsale,IE,,+353 86 858 6212,https://www.sovereignsailing.com,Tauwerk;Beschläge;Bootszubehör
Derg Marine Ltd,,,,,IE,,+353 61 376364,,Werften;Service/Repair;Kran
West Sails,Harbour Enterprise Park,,,Galway,IE,,+353 87 62 89 854,http://westsails.ie,Segelmacher
Viking Marine,Marine Road,,A96 YE27,Dún Laoghaire,IE,sales@vikingmarine.ie,+353-1-280-6654,https://vikingmarine.ie/,Tauwerk;Beschläge;Bootszubehör
Dinghy Supplies & Sutton Marine,Dublin Road,46.0,,,IE,,,http://www.dinghysupplies.ie/,Tauwerk;Beschläge;Bootszubehör
Fitzgerald Marine,Knocknabohilly,,,Kinsale,IE,gearoid@fitzgeraldmarine.com,+353 21 4772 582,https://www.fitzgeraldmarine.com/,Werften
The Boatyard,Portgate Business Park,,,Ringaskiddy,IE,,+353 86 835 8500,http://theboatyard.ie,Werften
Haven Marine,,,,,IE,,+353 87 322 4807,https://www.havenmarinecarrigaline.com/,Werften
MGM Boats,Pier Road,,,Kinsale,IE,,+353 21 470 9600,https://www.mgmboats.com/,Tauwerk;Beschläge;Bootszubehör
Marine Motors Cork,,,,,IE,,,https://marinemotorscork.com/,Motor;Tauwerk;Beschläge;Bootszubehör
Carroll's Ballyhack Boatyard,,,,,IE,,,,Werften;Service/Repair;Kran
Boat House,,,,,IE,,,,Tauwerk;Beschläge;Bootszubehör
Galway Maritime,Merchants Road,,H91 PK5V,Galway,IE,,+353 91 566 568,https://galwaymaritime.com/,Tauwerk;Beschläge;Bootszubehör
Hegarty's Boatyard,,,,,IE,,,,Werften;Service/Repair;Kran
Castlepoint Boat Yard,,,,,IE,,,,Werften;Service/Repair;Kran
Meitheal Mara,,,,,IE,,+353 21 4316813,https://meithealmara.ie/,Werften
Horsepower Workshop,,,,,IE,horsepowerworkshop@gmail.com,+353 86 812 9129,https://horsepowerworkshop.com/,Tauwerk;Beschläge;Bootszubehör
Dunmore East Adventure Centre and Marine Store,,,,Dunmore East,IE,,,,Tauwerk;Beschläge;Bootszubehör
Monkstown Yacht Club,,,,,IE,,,,Werften;Service/Repair;Kran
Crosshaven Boatyard,,,,,IE,,,,Werften;Service/Repair;Kran
Royal Cork Yacht Club,,,,,IE,,,,Werften;Service/Repair;Kran
Kinsale Boatyard,,,,,IE,,+353 21 4774 774,http://kinsaleboatyard.com,Werften;Service/Repair;Kran
Avon Rí Marina,,,,,IE,,,,Werften;Service/Repair;Kran
Public Boatyard,,,,,IE,,,http://dlharbour.ie/visit-us/boat-storage/,Werften;Service/Repair;Kran
Mooney Boats Ltd,Shore Road,,,Killybegs,IE,,+353 74 9731152,https://mooneyboats.ie/contact/,Werften;Service/Repair;Kran
