Name,Straße,Hausnummer,PLZ,Ort,Land,Email,Telefonnummer,Website,Produktkategorien
NaviSale,Industrieweg,1,8531PA,Lemmer,NL,,+31 514 565 797,https://navisale.nl/,Werften;Service/Repair;Kran
De Rietpol,,,,,NL,,,,Werften;Service/Repair;Kran
"Jachtwerf Wolderwijd, Zeewolde",,,,,NL,,,,Werften;Service/Repair;Kran
Beaut,Papaverweg,43,1032KE,Amsterdam,NL,,,,Tauwerk;Beschläge;Bootszubehör
Aqua Marina,Drachtsterweg,26,9001BE,Grou,NL,info@aquamarina.nl,+31 566 623 180,https://www.aquamarina.nl/,Tauwerk;Beschläge;Bootszubehör
Pedro-Boat,,,,,NL,info@pedro-boat.nl,+31 598 451 763,https://www.pedro-boat.de,Werften;Service/Repair;Kran
Zeilmakerij Sterk,,,,,NL,,,,Segelmacher
Jachtwerf De Marshaven,Kleine Belt,4c,7202CS,Zutphen,NL,,,https://www.jachtwerfzutphen.nl,Tauwerk;Beschläge;Bootszubehör
PWR Motoren,Zomerdijk,84,8064XG,Zwartsluis,NL,,+31 38 386 6869,https://pwrmotoren.com/,Motor;Werften;Service/Repair;Kran
Rolf Mulder,Ooievaarshorsterweg,4,3832GV,Leusden,NL,,+31 33 494 0383,http://www.mulder-leusden.nl,Segelmacher
Halmarine outboards,Westdijk,26,3752AE,Bunschoten-Spakenburg,NL,,,,Motor;Tauwerk;Beschläge;Bootszubehör
Jachtwerf de Haas,Binckhorstlaan,281,2516BB,'s-Gravenhage,NL,,+31 70 385 0676,http://www.jachtwerfdehaas.nl,Werften;Service/Repair;Kran
Jachtwerf D. Mulder,Frans Halsplantsoen,6,2251XJ,Voorschoten,NL,,,,Werften;Service/Repair;Kran
Royal Huisman,Flevoweg,1,8325PA,Vollenhove,NL,,,https://www.royalhuisman.com/,Motor;Werften;Service/Repair;Kran
Alumax Boats,Setheweg,12,7942LB,Meppel,NL,,,,Werften;Metallbau
Boatservice Dannijs,Setheweg,18,7942LB,Meppel,NL,,,,Tauwerk;Beschläge;Bootszubehör
Mared Marine,Setheweg,47,7942LA,Meppel,NL,,,,Tauwerk;Beschläge;Bootszubehör
LocoMotion Watersport,Nieuwe Bredase Baan,18V,4825BP,Breda,NL,,+31 76 711 0211,https://www.locomotionbreda.nl/,Werften;Service/Repair;Kran
Van Vossen Tenders,Koematen,54,8331TK,Steenwijk,NL,info@vanvossentenders.nl,+31 521 520 440,https://vanvossentenders.nl/,Werften
National Marine Suppliers,Aalsmeerderdijk,328,1436BG,Aalsmeerderbrug,NL,,,https://nationalmarine.com/,Tauwerk;Beschläge;Bootszubehör
No Limit Ships,Stockholmstraat,3,9723BC,Groningen,NL,,,https://nolimitships.com/,Werften;Service/Repair;Kran
Gielissen Linskens Shipyard,Geijsterseweg,10,5861BL,Wanssum,NL,info@gielissen.nl,+31 478 531 935,https://www.shipyardgielissen.com,Werften;Service/Repair;Kran
Scheepsmakelaardij Fikkers,Hoge der A,36,9712AE,Groningen,NL,,,,Tauwerk;Beschläge;Bootszubehör
Dijksma Holland,Produktieweg,30,8331LK,Steenwijk,NL,info@dijksmaholland.nl,+31 6 53125511,https://www.dijksmaholland.nl/,Tauwerk;Beschläge;Bootszubehör
Braak Zeilmakerij en Zonwering,Brugstraat,29,1775BC,Middenmeer,NL,,,,Segelmacher
