Name,Straße,Hausnummer,PLZ,Ort,Land,Email,Telefonnummer,Website,Produktkategorien
Kaakon Rantavaruste,Kaupinkatu,23,45130,Kouvola,FI,,04578341484,,Tauwerk;Beschläge;Bootszubehör
Sea Store,Kipparlahti,,810,Helsinki,FI,,,https://www.seastore.fi/,Tauwerk;Beschläge;Bootszubehör
Pöllisaari,,,,,FI,,,,Werften;Service/Repair;Kran
Pernon telakka,Telakkakatu,1,20240,Turku,FI,,,,Werften;Service/Repair;Kran
Suomenojan venesatama,,,,,FI,,,,Werften;Service/Repair;Kran
Turun Korjaustelakka,,,,,FI,,,https://www.turkurepairyard.com,Werften;Service/Repair;Kran
Kantvikin pienvenesatama,,,,,FI,,,,Werften;Service/Repair;Kran
Laitaatsillan telakka,,,,,FI,,,,Werften;Service/Repair;Kran
Mepratuote,Kaviokuja,8,20380,Turku,FI,,,https://www.mepratuote.fi/,Tauwerk;Beschläge;Bootszubehör
Marina Pargas,Tervsundsvägen,70,,,FI,,,https://meredin.fi/,Werften;Service/Repair;Kran
Venesiwa BCB Boats,Viluntie,2,21140,Rymättylä,FI,,,https://www.bcb-boats.fi/,Tauwerk;Beschläge;Bootszubehör
VP Rantaparkki,Laivurintie,2a,79100,Leppävirta,FI,vpn.rantaparkki@pp.inet.fi,+358-41-5076445,http://www.rantaparkki.fi,Werften;Service/Repair;Kran
Pickala Port,Rannikkotie,31b,,Siuntio,FI,info@pickalaport.com,(09) 295 2264,http://www.pickalaport.com,Tauwerk;Beschläge;Bootszubehör
Merimarina,Poijukatu,5,33180,Tampere,FI,sales@merimarina.fi,+358 3 261 1980,http://www.merimarina.fi/,Tauwerk;Beschläge;Bootszubehör
VK-motors,Kuruntie,15,,,FI,,+35834740040,,Motor;Tauwerk;Beschläge;Bootszubehör
Kuusiston Telakka,Kuuslahdentie,44,21620,Kuusisto,FI,,,,Werften;Service/Repair;Kran
Paraisten Telakka Oy,,,,,FI,,,,Werften;Service/Repair;Kran;Navigation/Instrumente
Seaside Industry Park Rauma,,,,,FI,,,https://www.seasideindustry.com,Werften;Service/Repair;Kran
MälöMarin Ab,Skärgårdsvägen,3059,,,FI,,+358 (0)400 820854,https://www.malomarin.fi/,Werften;Service/Repair;Kran
S-Marin Volvo Penta Center,Tammistontie,258,,Turku,FI,,,https://astrumvene.fi/huolto/,Motor;Tauwerk;Beschläge;Bootszubehör
Heinlahden Veneveistämö,,,,,FI,,,https://www.tiiskeri.fi/,Werften;Service/Repair;Kran
Marina Saimaan Portti,,,,,FI,,,,Werften;Service/Repair;Kran
Kanavansuun telakka,Suolavuorentie,7,,,FI,,,https://kanavansuuntelakka.fi/,Werften;Service/Repair;Kran
Paattimaakarit,,2,,,FI,,,,Werften
S-Marin,Tammistontie,258,20900,Turku,FI,,,https://astrumvene.fi/talvisailytys/,Werften;Service/Repair;Kran
