Name,Straße,Hausnummer,PLZ,Ort,Land,Email,Telefonnummer,Website,Produktkategorien
Accastillage Diffusion Javea,,,,Javea Port,ES,javea@mundomarino.es,,https://www.efectosnavales.es,Tauwerk;Beschläge;Bootszubehör
General Elevadores,Calle Rafael Belmonte García,,41010,Sevilla,ES,,+34 954336078,https://www.generalelevadores.com/,Rigg;Tauwerk;Beschläge
Astilleros Araez,,,,,ES,,,,Werften;Service/Repair;Kran
Club Nàutic Vilanova,Dic de Ponent,,,,ES,cnv@cnvilanova.cat,+34 938150267,https://www.cnvilanova.cat/,Werften
Vilanova Grand Marina,Dic de Ponent (Estació Marítima),,,,ES,info@vilanovagrandmarina.com,+34 938105611,https://www.pendennisvilanova.com/,Werften
Ossian Fasteners,Carrer de l'Àncora,33,,,ES,enquiries@ossianfasteners.com,+34 938101310,https://www.ossianfasteners.com,Werften
Lava Chandlers,,,,,ES,,,,Tauwerk;Beschläge;Bootszubehör
Náutica Güimar,,,,,ES,,,,Tauwerk;Beschläge;Bootszubehör
Náutica El Gobernador,El Gobernador,,,,ES,,+34 985 89 18 16,,Tauwerk;Beschläge;Bootszubehör
Denitel,,,,,ES,,,,Tauwerk;Beschläge;Bootszubehör
Fundes Maremar,Carrer Sant Felip,71,8320,El Masnou,ES,,+34 93 540 29 24,,Tauwerk;Beschläge;Bootszubehör
Obrallar,,,,,ES,,,,Werften
Nàutica Pascual,Rambla de Joan Baptista Pirelli,94,8800,,ES,nauticapascual@nauticapascual.es,+34 938100022,,Segelmacher
Lonas y tejidos JNB,Carrer Àncora,33,8800,,ES,info@jnb.es,+34 938103073,https://www.jnb.es,Segelmacher
Dradisa,Passatge de Joaquim Blume,7,8800,,ES,comercial@dradisa.es,+34 938151512,,Werften
Agrumaca grup,,,,,ES,agrumaca@agrumaca.com,,https://www.agrumaca.com/,Werften
Metaltec Naval,Calle Galera,,39600,Maliaño,ES,info@metaltecnaval.com,+34 942 369 022,https://www.metaltecnaval.com/,Werften;Service/Repair;Kran
Navantia - San Fernando,Carretera de la Carraca,,11100,San Fernando,ES,,,https://www.navantia.es/es//,Werften;Service/Repair;Kran
Factoria Astilleros Navantia,Carretera de la Carraca,,11100,San Fernando,ES,,,https://www.navantia.es/es//,Werften;Service/Repair;Kran
Navantia,,,,,ES,,,https://www.navantia.es/es//,Werften;Service/Repair;Kran
Angar,,,,,ES,,,,Werften;Service/Repair;Kran
LíneaJet Center,Varadero Alcaidesa,,11300,La Línea de la Concepción,ES,info@lineajetcenter.com,+34 669 19 43 57,,Tauwerk;Beschläge;Bootszubehör
AD Bahía de Algeciras,Varadero Alcaidesa,,11300,La Línea de la Concepción,ES,,,,Tauwerk;Beschläge;Bootszubehör
Nautichandler Vilanova,Moll de Ponent s/n,,8800,Vilanova i la Geltrú,ES,vilanova@nautichandler.com,+34 663317430,,Tauwerk;Beschläge;Bootszubehör
"Factoria Astilleros Navantia. San Fernando (Antes, La Bazan de San Fernando)",Arrsenal de la Carraca,,11100,San Fernando,ES,,,https://www.navantia.es/es//,Werften;Service/Repair;Kran
