Name,Straße,Hausnummer,PLZ,Ort,Land,Email,Telefonnummer,Website,Produktkategorien
Voiles Turquoise,,,,,FR,,,,Segelmacher
Société Francilienne de Mécanique Navale et Industrielle,,,,,FR,contact@sfmni.com,+33139746393,https://sfmni.com/,Werften;Service/Repair;Kran
Au Fil De L'Étrave,,,,,FR,,+33 4 94 57 33 13,,Tauwerk;Beschläge;Bootszubehör
Shipchandler,,,,,FR,,,,Navigation/Instrumente;Tauwerk;Beschläge;Bootszubehör
Yacht' Service,,,,,FR,,,,Werften;Service/Repair;Kran
BG Race,,,,,FR,,,,Werften;Service/Repair;Kran
L'espadon,,,,,FR,,+33 4 27 50 10 98,https://www.magasin-peche-frontignan.com/,Werften
Uship,,,,,FR,,,,Tauwerk;Beschläge;Bootszubehör
Argeles Motor Yacht,ZAC PORT ARGELES,,66700,Argelès-sur-Mer,FR,argeles.motor.yacht@gmail.com,+33 9 67 20 81 02,https://www.argelesmotoryacht.com,Motor;Werften
All Purpose,Rue Auguste Constant Guerrier,23,76600,Le Havre,FR,,,,Segelmacher
Y-Luxe,ZONE TECHNIQUE N 2 PORT CAMARGUE,,30240,Le Grau-du-Roi,FR,jean30250@gmail.com,+33 7 62 00 96 11,https://www.y-luxe.com/,Werften
Calypso Plaisance,Route de Saint-HONORE Z A LA PABOURETTE,938,83250,La Londe-les-Maures,FR,calypsoplaisance@free.fr,+33 6 62 65 25 20,,Werften;Navigation/Instrumente
Accastillage Diffusion,Rue Augustin Normand,120,76600,Le Havre,FR,ad-lehavre@ad-nautic.com,+33 2 35 43 43 62,https://www.ad-nautic.com/magasins/ad-lehavre.html,Tauwerk;Beschläge;Bootszubehör
Stratimer,Rue Lamartine,14,29770,Audierne,FR,,+33 2 98 75 01 77,,Werften
Allures Yachting,Rue de la Pyrotechnie,420,50110,,FR,,+33 2 33 43 22 20,http://www.allures.fr,Werften
Sellerie La Mouette,Rue Armand Ohlen,271,,Nouméa,FR,,+687 24 94 50,,Persenning;Polster/Sattlerei;Rigg;Tauwerk;Beschläge
Sellerie Colombo,Rue Armand Ohlen,285,,Nouméa,FR,,+687 25 33 91,,Persenning;Polster/Sattlerei;Rigg;Tauwerk;Beschläge
Voilerie Vaudolon Marine,,,,,FR,,,,Segelmacher
Orsini,,,,,FR,,,,Werften;Service/Repair;Kran
Parking du Pin,,,,,FR,commercial@parkingdupin.com,+33 4 94 95 58 50,https://www.parkingdupin.com,Werften;Service/Repair;Kran
Station motonautique de la Moselle,,,,,FR,,,,Werften;Service/Repair;Kran;Tauwerk;Beschläge;Bootszubehör
ARTIMON,,5,66750,Saint Cyprien,FR,stockage@aal66.com,+33468215817,https://www.google.com/maps?cid=707255820572613367,Werften;Service/Repair;Kran
Comptoir de la Marine,,,,,FR,,,,Tauwerk;Beschläge;Bootszubehör
Chantier du Corniguel,,,,,FR,,+33 613 48 16 46,,Werften;Service/Repair;Kran
Chantier Naval Masnata,,,,,FR,,,,Werften
