Name,Straße,Hausnummer,PLZ,Ort,Land,Email,Telefonnummer,Website,Produktkategorien
C.A.R.M.,Via dei Devoto,213,,,IT,,,https://www.carm.it/,Werften;Service/Repair;Kran
Piombino industrie marittime,,,,,IT,,,https://pimyard.com/,Werften;Service/Repair;Kran
Nautica Pescara;Nautica Gabbiano,,,,,IT,,+39 085 27331;+39 085 431 1123,https://www.nauticagabbiano.it,Werften;Service/Repair;Kran
Cantieri Parisi,,,,,IT,,,,Werften;Service/Repair;Kran
Mare Sud Yachting,,,,,IT,,,,Werften;Service/Repair;Kran
Lo Scalo,,,,,IT,,,,Werften;Service/Repair;Kran
Milesi Nautica,,,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
Nautica Polesana S.r.l.,Via SantaTeresa,57/C,45010,Rosolina,IT,,+39 0426 340 213,https://www.nauticapolesana.com,Tauwerk;Beschläge;Bootszubehör
Navaltecnica Costruzioni Navali srl,,,,,IT,,,https://www.navaltecnica.net/,Werften;Service/Repair;Kran
G2,,,,,IT,,,,Werften;Service/Repair;Kran
Cantieri Porzio,,,,,IT,,,,Werften;Service/Repair;Kran
Nautical Center,,,,,IT,,,,Werften;Service/Repair;Kran
San Lorenzo al Mare Cantieri,,,,,IT,segreteria@sanlorenzoalmarecantieri.it,+39 0183 91912,https://www.sanlorenzoalmarecantieri.it,Werften;Service/Repair;Kran
Cantieri di Imperia,,,,,IT,yardmanager@cantieridiimperia.com,+39 0183 274682,https://www.cantieridiimperia.com,Werften;Service/Repair;Kran
Sibma Navale Italiana,,,,,IT,info@sibma.it,+39 0183 280124,https://www.sibma.it,Werften;Service/Repair;Kran
Dav Servizi per Imbarcazioni,,,,,IT,,,,Werften
Master Gommoni,,,,,IT,,,,Werften;Rigg
Motonautica Ruggiero,,,,,IT,,+39 0805343961,,Tauwerk;Beschläge;Bootszubehör
Bellini Nautica,,,,,IT,,,https://bellininautica.it/,Werften;Service/Repair;Kran
Nautica AZ,Via Angera,8,21018,Sesto Calende,IT,info@nauticaazeta.com,+39 0331 921635,http://www.nauticaazeta.com/,Tauwerk;Beschläge;Bootszubehör
Luni Yachting,,,,,IT,,,,Werften;Service/Repair;Kran
Società Canottieri Orbetello,Viale Marconi,1,58015,Orbetello,IT,,,http://canottieriorbetello.it,Werften;Service/Repair;Kran
Nautica Ge.Fe.Bi,,,,,IT,,,,Werften;Service/Repair;Kran
Blue Best Yachting,Via Luigi Galvani,10,58020,Scarlino,IT,,,https://www.bluebestyachting.it/,Werften;Service/Repair;Kran
Scarlino Yatch Service,,,,,IT,,,,Werften;Service/Repair;Kran
