Name,Straße,Hausnummer,PLZ,Ort,Land,Email,Telefonnummer,Website,Produktkategorien
Nautica Fusaro,,,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
Marflor,,,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
Nautica Club Cal del Cigno,Lungofiume Sud,268f,65128,Pescara,IT,,,,Werften;Service/Repair;Kran
Capri Blue Boats,,,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
"Kayak Canoa rent at restaurant ""Da Goia"" and restaurant Lo Scoglio delle Sirene",,,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
New Nautic Show,Via Antonio Pigafetta,2,30035,Mirano,IT,,+390415322123,https://www.newnauticshow.com,Tauwerk;Beschläge;Bootszubehör
Moby Dick di Dario Travaglio,,,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
ABM Nautica,Via dell'Edilizia,149,58022,Follonica,IT,,,,Tauwerk;Beschläge;Bootszubehör
Nautica Elbana,,,,,IT,,,,Segelmacher
Cantiere Navale Se.Ma.Ter.,,,,,IT,,,,Werften;Service/Repair;Kran
La Bottega del gozzo,Via Marina Grande,124,80067,Sorrento,IT,,,https://www.facebook.com/VincenzoAprea78,Werften
Mondo Mare,,,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
Nautica Bibione,Corso del Sole,8,30020,Bibione,IT,,+39 335 656 5940,https://www.nauticabibione.it/,Tauwerk;Beschläge;Bootszubehör
Nautica Rio Martino,,,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
Cantieri Zuanelli,Via Guglielmo Marconi,54,25080,Padenghe sul Garda,IT,,,,Werften;Service/Repair;Kran
Centro Nautico Franciacorta,Via Nazionale,307,24062,Costa Volpino,IT,,,,Tauwerk;Beschläge;Bootszubehör
Circolo Vela Marciana Marina,,,,,IT,,,,Werften;Service/Repair;Kran
Squero Sant'Isepo,Fondamenta San Giuseppe,645a,30122,Venezia,IT,,,https://sanisepo.it/,Werften;Service/Repair;Kran
Squero Vecio,Calle del Squero,6304,30121,Venezia,IT,,,https://squerovecio.wordpress.com/,Werften;Service/Repair;Kran
Ocean Marine S.r.l.,Via Consiglio d'Europa,36,34074,Monfalcone,IT,info@oceanmarinesrl.com,+39 0481 790416,https://www.oceanmarine.it/,Werften;Service/Repair;Kran
Lupimare,,,,,IT,,,https://www.lupimare.it,Motor;Tauwerk;Beschläge;Bootszubehör
Zamamare Yacht,Via Israele,19,7026,Olbia,IT,,,,Werften;Service/Repair;Kran
Marinestar,,,,,IT,marinestar@inwind.it,+39 0332 531169,https://www.marinestar.it/,Tauwerk;Beschläge;Bootszubehör
Arno marine,,,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
Nautica Cestari,,,,,IT,,+39 334 3169459,,Tauwerk;Beschläge;Bootszubehör
